parent_a,parent_b,layer,norm_ratio,w,A,B,C,E,D_plus,D_minus
09111d7d,88ed44d1,layer2.2.conv2.weight,0.7298966283598985,0.007287211719539191,0.0039623408629535905,0.009437796576763543,0.0909297263844557,0.36695891230459426,0.48416962141718234,0.04454160245405057
09111d7d,88ed44d1,layer3.0.conv1.weight,0.7437860581834328,0.012240860358779998,0.010528908810917932,0.012952520713660294,0.0510752967914931,0.41648803564378406,0.4923438051649906,0.016611432875154052
09111d7d,88ed44d1,layer3.0.conv2.weight,0.73182905739904,0.036562824292899185,0.002621006092435068,0.01636013628294155,0.11199409615977143,0.2861760853521425,0.5450184271556658,0.037830248957043615
09111d7d,88ed44d1,layer3.0.shortcut.0.weight,0.7230639527061711,0.02101595860119556,0.0,0.013060035455014498,0.12057537154535482,0.3111539742764578,0.4762255459331596,0.07898507279001331
09111d7d,88ed44d1,layer3.1.conv1.weight,0.7396635450115638,0.029148024270300044,0.0,0.020590439595646513,0.06225483632835874,0.26525909423204613,0.6371161512098231,0.014779478634125522
09111d7d,88ed44d1,layer3.1.conv2.weight,0.7215481042361842,0.060891144339453966,0.0,0.03388911894525813,0.11654736667638524,0.10899045916850462,0.6990819821617842,0.04149107304806804
09111d7d,88ed44d1,layer3.2.conv1.weight,0.7248813296682344,0.04070477160373581,0.0,0.08118639817770423,0.4688004939375896,0.03139961193134282,0.3929810302486502,0.02563246570471301
09111d7d,88ed44d1,layer3.2.conv2.weight,0.730035974421923,0.07759915854854893,0.23498383219736824,0.0,0.0,0.0,0.7618129662935749,0.003203201509056948
09111d7d,905afff7,conv1.weight,0.7595546950901888,0.002095063352013802,0.0,0.0,0.0,0.0,0.9446686275751419,0.055331372424858145
09111d7d,905afff7,layer1.0.conv1.weight,0.7412112868374024,0.0056760279552456865,0.03782105569411804,0.027483083159666973,0.08888173738770778,0.14514621593154362,0.62191809255652,0.0787498152704436
09111d7d,905afff7,layer1.0.conv2.weight,0.7162886097946162,0.004569034526544653,0.026985812443267913,0.04438811868588863,0.19860189035970063,0.2013151446573618,0.4793828974019485,0.04932613645183256
09111d7d,905afff7,layer1.1.conv1.weight,0.7152961700880056,0.0037712357773800427,0.019424694780794345,0.06278242521965675,0.1867999930586284,0.3157778042052796,0.4011918384284112,0.014023244307229704
09111d7d,905afff7,layer1.1.conv2.weight,0.7015168589905807,0.003797194488624853,0.011454204454941181,0.03149156513302399,0.17140494262553155,0.3307599336768279,0.45305250769445565,0.0018368464152197501
09111d7d,905afff7,layer1.2.conv1.weight,0.6961770232932784,0.0035111095456812546,0.014588485657013855,0.11287811914913835,0.20342840607157625,0.07171783686680704,0.5562831702731118,0.04110398198235255
09111d7d,905afff7,layer1.2.conv2.weight,0.6790309965678096,0.002638264034255628,0.0,0.02600108960818043,0.011057533385699968,0.37432775906608623,0.41542021156138204,0.17319340637865105
09111d7d,905afff7,layer2.0.conv1.weight,0.7377608287201979,0.002993045845274044,0.0,0.013278519634547507,0.05261840427238427,0.38238138152881096,0.48769965258197157,0.06402204198228598
09111d7d,905afff7,layer2.0.conv2.weight,0.736330020346747,0.006293165595486864,0.001727534392807496,0.014614574023280775,0.08137979131299815,0.3795886696291284,0.488990894500927,0.03369853614085827
09111d7d,905afff7,layer2.0.shortcut.0.weight,0.7465321604098385,0.003059698032321299,0.009558508571257233,0.01850642319949159,0.10216630467806286,0.34414860868316144,0.3875644363829654,0.13805571848506154
09111d7d,905afff7,layer2.1.conv1.weight,0.7423935378140332,0.005609160449602969,0.01308213150016049,0.016797557168642233,0.0799914531202303,0.2985548088864953,0.4664939477185679,0.1250801016059039
09111d7d,905afff7,layer2.1.conv2.weight,0.7487111005011982,0.006089848820109366,0.006083717769548127,0.01754423254172721,0.1255917862749275,0.3054812627556792,0.48259632919127776,0.06270267146684019
